bot_name,method,params,position_id,coin,category,status,direction,entry_price,exit_price,quantity,total_invested_usd,total_sold_usd,pnl_usd,pnl_pct,is_clean_win,dca_count,entry_time,exit_time,hold_hours,tp_armed,peak_price,last_buy_price,pos_tp_pct,pos_dca_pct,pos_trail_pct,is_paper,sequence_number,coin_trade_number,btc_price_at_entry,btc_sma50_at_entry,btc_24h_change_pct,btc_regime,btc_dominance
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",7726,WALLI,micro,closed,long,0.000659100000000000,0.000768900000000000,151722.04521317,100.00000000,116.65908056,16.6591,16.66,1,0,2026-06-10 09:47:57.682894,2026-06-11 09:44:47.718169,23.95,True,0.000849900000000000,0.000659100000000000,8.00,15.00,8.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",8574,UBOX,micro,closed,long,0.000328000000000000,0.000322000000000000,304878.04878049,100.00000000,98.17073171,-1.8293,-1.83,0,0,2026-06-10 10:05:54.991999,2026-06-10 11:52:42.494174,1.78,True,0.000355000000000000,0.000328000000000000,8.00,15.00,8.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",8789,MOG,micro,closed,long,1.04900000000E-7,1.08300000000E-7,953288846.52049570,100.00000000,103.24118208,3.2412,3.24,1,0,2026-06-10 10:08:50.799502,2026-06-12 21:06:34.875126,58.96,True,1.11700000000E-7,1.04900000000E-7,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",9016,ALKIMI,micro,closed,long,0.001144000000000000,0.001183000000000000,87412.58741259,100.00000000,103.40909091,3.4091,3.41,1,0,2026-06-10 10:11:31.092232,2026-06-10 13:09:45.103171,2.97,True,0.001209000000000000,0.001144000000000000,5.00,1.00,2.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",9260,SDEX,micro,open,long,0.000883000000000000,,113250.28312571,100.00000000,0E-8,-100.0000,-100.00,0,0,2026-06-10 10:14:05.754224,,125.70,False,,0.000883000000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",9522,TARA,micro,closed,long,0.000014180000000000,0.000014160000000000,7052186.17771509,100.00000000,99.85895628,-0.1410,-0.14,0,0,2026-06-10 10:16:31.191088,2026-06-10 10:36:45.666918,0.34,True,0.000015040000000000,0.000014180000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",9766,WELF,micro,closed,long,0.097600000000000000,0.099700000000000000,1024.59016393,100.00000000,102.15163934,2.1516,2.15,1,0,2026-06-10 10:19:04.733750,2026-06-14 11:21:38.720623,97.04,True,0.104600000000000000,0.097600000000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",10000,DIN,micro,closed,long,0.004371000000000000,0.005832000000000000,22878.05994052,100.00000000,133.42484557,33.4248,33.42,1,0,2026-06-10 10:21:36.111666,2026-06-10 23:34:50.656763,13.22,True,0.006014000000000000,0.004371000000000000,8.00,15.00,3.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",10221,QLINDO,micro,closed,long,0.000418931693472094,0.000560400000000000,477404.79681164,200.00000000,267.53764813,67.5376,33.77,0,1,2026-06-10 10:24:12.306532,2026-06-12 16:06:21.091959,53.70,True,0.000598700000000000,0.000311400000000000,5.00,1.00,2.00,True,1,1,,,,,
E31-1,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 3.0}",10440,BULL,micro,closed,long,0.001688000000000000,0.001779000000000000,59241.70616114,100.00000000,105.39099526,5.3910,5.39,1,0,2026-06-10 10:26:54.157615,2026-06-10 15:04:07.041818,4.62,True,0.001839000000000000,0.001688000000000000,8.00,15.00,3.00,True,1,1,,,,,
