bot_name,method,params,position_id,coin,category,status,direction,entry_price,exit_price,quantity,total_invested_usd,total_sold_usd,pnl_usd,pnl_pct,dca_count,entry_time,exit_time,hold_hours,tp_armed,peak_price,last_buy_price,pos_tp_pct,pos_dca_pct,pos_trail_pct,is_paper,sequence_number,coin_trade_number
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",4492,MLT,micro,closed,long,0.001299000000000000,0.001380000000000000,76982.29407236,100.00000000,106.23556582,6.2356,6.24,0,2026-06-10 09:00:35.748274,2026-06-10 11:55:46.091683,2.92,True,0.001459000000000000,0.001299000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",4671,STOS,micro,closed,long,0.007950000000000000,0.007800000000000000,12578.61635220,100.00000000,98.11320755,-1.8868,-1.89,0,2026-06-10 09:04:13.249974,2026-06-10 12:40:12.534918,3.60,True,0.008540000000000000,0.007950000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",4879,RBT,micro,closed,long,16.706056126912994000,70.000000000000000000,11.97170646,200.00000000,838.01945220,638.0195,319.01,1,2026-06-10 09:07:51.992427,2026-06-10 16:24:17.777457,7.27,True,73.700000000000000000,15.000000000000000000,5.00,1.00,2.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",5113,VRA,micro,closed,long,0.000006076000000000,0.000006748000000000,16458196.18169849,100.00000000,111.05990783,11.0599,11.06,0,2026-06-10 09:10:41.179405,2026-06-10 11:22:11.264430,2.19,True,0.000007750000000000,0.000006076000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",5359,PHB,micro,closed,long,0.004417000000000000,0.004510000000000000,22639.80076975,100.00000000,102.10550147,2.1055,2.11,0,2026-06-10 09:13:15.774025,2026-06-10 18:17:20.240322,9.07,True,0.004780000000000000,0.004417000000000000,8.00,15.00,4.10,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",5593,DROPEE,micro,open,long,0.002707000000000000,,36941.26339121,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 09:15:57.956047,,37.93,True,0.002877000000000000,0.002707000000000000,8.00,15.00,8.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",5844,ANT,micro,closed,long,0.000028802000000000,0.000029623000000000,3471981.11242275,100.00000000,102.85049649,2.8505,2.85,0,2026-06-10 09:18:26.340924,2026-06-10 09:31:22.775340,0.22,True,0.000030574000000000,0.000028802000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",6082,PVT,micro,closed,long,0.000180000000000000,0.000209400000000000,555555.55555556,100.00000000,116.33333333,16.3333,16.33,0,2026-06-10 09:21:03.190434,2026-06-10 11:43:45.676688,2.38,True,0.000222500000000000,0.000180000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",6325,COQ,micro,closed,long,8.1870000000E-8,9.0110000000E-8,1221448638.08476850,100.00000000,110.06473678,10.0647,10.06,0,2026-06-10 09:23:39.673869,2026-06-10 10:25:32.677696,1.03,True,9.4010000000E-8,8.1870000000E-8,9.40,15.00,3.80,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",6564,BTW,small,closed,long,0.081851000000000000,0.083548000000000000,1221.73217187,100.00000000,102.07327950,2.0733,2.07,0,2026-06-10 09:26:35.488184,2026-06-10 10:03:28.847933,0.61,True,0.085957000000000000,0.081851000000000000,5.00,10.00,2.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",6765,XRPHAI,micro,closed,long,0.014690000000000000,0.016640000000000000,6807.35194010,100.00000000,113.27433628,13.2743,13.27,0,2026-06-10 09:30:02.055001,2026-06-10 22:05:42.864021,12.59,True,0.018340000000000000,0.014690000000000000,8.00,15.00,4.10,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",6956,RICH,micro,closed,long,0.000225400000000000,0.000232100000000000,443655.72315883,100.00000000,102.97249335,2.9725,2.97,0,2026-06-10 09:33:34.933766,2026-06-10 11:17:13.079655,1.73,True,0.000255700000000000,0.000225400000000000,8.00,15.00,8.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",7159,XYZ,micro,closed,long,0.000028280943732927,0.000032540000000000,10607849.68256625,300.00000000,345.17942867,45.1794,15.06,2,2026-06-10 09:37:08.886812,2026-06-10 16:09:06.398505,6.53,True,0.000034260000000000,0.000023810000000000,5.00,1.00,2.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",7344,CTR,micro,open,long,0.013380000000000000,,7473.84155456,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 09:40:46.367811,,37.51,False,,0.013380000000000000,8.00,15.00,4.30,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",7727,XNT,micro,closed,long,0.310000000000000000,0.312000000000000000,322.58064516,100.00000000,100.64516129,0.6452,0.65,0,2026-06-10 09:47:57.773368,2026-06-10 15:24:57.267594,5.62,True,0.332000000000000000,0.310000000000000000,8.00,15.00,5.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",7902,ANT,micro,closed,long,0.000030418000000000,0.000031193000000000,3287527.12209876,100.00000000,102.54783352,2.5478,2.55,0,2026-06-10 09:51:39.995137,2026-06-11 10:08:19.471340,24.28,True,0.000032200000000000,0.000030418000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",8575,BTW,small,closed,long,0.082804000000000000,0.086882000000000000,1207.67112700,100.00000000,104.92488286,4.9249,4.92,0,2026-06-10 10:05:55.279640,2026-06-10 11:59:19.084597,1.89,True,0.089317000000000000,0.082804000000000000,5.00,10.00,2.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",8790,ALKIMI,micro,closed,long,0.001173000000000000,0.001188000000000000,85251.49190111,100.00000000,101.27877238,1.2788,1.28,0,2026-06-10 10:08:50.861888,2026-06-10 20:04:26.614198,9.93,True,0.001250000000000000,0.001173000000000000,5.00,1.00,2.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",9017,SDEX,micro,open,long,0.000883000000000000,,113250.28312571,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 10:11:31.182692,,37.00,False,,0.000883000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",9261,H,small,closed,long,0.167050000000000000,0.171660000000000000,598.62316672,100.00000000,102.75965280,2.7597,2.76,0,2026-06-10 10:14:05.934509,2026-06-10 10:39:49.866630,0.43,True,0.177550000000000000,0.167050000000000000,5.00,10.00,2.80,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",9523,QLINDO,micro,open,long,0.000627000000000000,,159489.63317384,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 10:16:31.252787,,36.92,False,,0.000627000000000000,5.00,1.00,2.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",9767,MUBI,micro,closed,long,0.000515600000000000,0.000549000000000000,193948.79751746,100.00000000,106.47788984,6.4779,6.48,0,2026-06-10 10:19:04.851423,2026-06-11 17:55:37.057874,31.61,True,0.000589400000000000,0.000515600000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",10001,DIN,micro,closed,long,0.004371000000000000,0.005832000000000000,22878.05994052,100.00000000,133.42484557,33.4248,33.42,0,2026-06-10 10:21:36.182581,2026-06-10 23:34:50.633278,13.22,True,0.006014000000000000,0.004371000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",10222,BULL,micro,closed,long,0.001655000000000000,0.001779000000000000,60422.96072508,100.00000000,107.49244713,7.4924,7.49,0,2026-06-10 10:24:12.415013,2026-06-10 15:04:06.974483,4.67,True,0.001839000000000000,0.001655000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",10441,XT,micro,closed,long,0.007290000000000000,0.006610000000000000,13717.42112483,100.00000000,90.67215364,-9.3278,-9.33,0,2026-06-10 10:26:54.249506,2026-06-10 10:54:25.092786,0.46,True,0.008700000000000000,0.007290000000000000,8.00,15.00,8.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",10659,POLIS,micro,closed,long,0.010630000000000000,0.010890000000000000,9407.33772342,100.00000000,102.44590781,2.4459,2.45,0,2026-06-10 10:29:42.656113,2026-06-10 22:46:03.114912,12.27,True,0.011330000000000000,0.010630000000000000,5.00,1.00,2.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",10858,TARA,micro,closed,long,0.000015060000000000,0.000028290000000000,6640106.24169987,100.00000000,187.84860558,87.8486,87.85,0,2026-06-10 10:32:31.576317,2026-06-10 19:21:02.376199,8.81,True,0.000029250000000000,0.000015060000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",11053,WELF,micro,open,long,0.095800000000000000,,1043.84133612,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 10:35:24.465522,,36.60,False,,0.095800000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",11253,MOG,micro,open,long,1.05200000000E-7,,950570342.20532320,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 10:38:28.161958,,36.55,False,,1.05200000000E-7,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",11439,H,small,closed,long,0.175100000000000000,0.197470000000000000,571.10222730,100.00000000,112.77555682,12.7756,12.78,0,2026-06-10 10:41:36.559608,2026-06-10 15:55:32.233673,5.23,True,0.205230000000000000,0.175100000000000000,5.00,10.00,2.80,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",11612,BOS,micro,closed,long,0.000068000000000000,0.000069000000000000,1470588.23529412,100.00000000,101.47058824,1.4706,1.47,0,2026-06-10 10:45:22.033059,2026-06-11 08:57:10.355025,22.20,True,0.000072000000000000,0.000068000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",11776,GUA,micro,closed,long,0.909320000000000000,0.935850000000000000,109.97228698,100.00000000,102.91756477,2.9176,2.92,0,2026-06-10 10:49:10.828935,2026-06-10 11:12:02.322065,0.38,True,0.999860000000000000,0.909320000000000000,8.00,15.00,5.20,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",12097,XT,micro,closed,long,0.003662439130722337,0.005320000000000000,245737.87246056,900.00000000,1307.32548149,407.3255,45.26,8,2026-06-10 10:56:26.494826,2026-06-11 17:20:02.489546,30.39,True,0.005800000000000000,0.002040000000000000,8.00,15.00,8.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",12815,BLESS,micro,closed,long,0.006204000000000000,0.006407000000000000,16118.63313991,100.00000000,103.27208253,3.2721,3.27,0,2026-06-10 11:10:41.515877,2026-06-10 15:42:13.665850,4.53,True,0.006621000000000000,0.006204000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",13055,DEUS,micro,closed,long,0.031510000000000000,0.033800000000000000,3173.59568391,100.00000000,107.26753412,7.2675,7.27,0,2026-06-10 11:13:17.338986,2026-06-10 15:42:15.442549,4.48,True,0.036330000000000000,0.031510000000000000,8.00,15.00,6.20,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",13299,BNKR,micro,closed,long,0.000423800000000000,0.000443000000000000,235960.35865975,100.00000000,104.53043889,4.5304,4.53,0,2026-06-10 11:15:53.621645,2026-06-10 15:16:58.277049,4.02,True,0.000458200000000000,0.000423800000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",13553,DVERSE,micro,closed,long,0.000343000000000000,0.000344000000000000,291545.18950437,100.00000000,100.29154519,0.2915,0.29,0,2026-06-10 11:18:20.059955,2026-06-10 11:59:19.315459,0.68,True,0.000381000000000000,0.000343000000000000,8.00,15.00,8.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",13777,LIKE,micro,closed,long,0.001298000000000000,0.001337000000000000,77041.60246533,100.00000000,103.00462250,3.0046,3.00,0,2026-06-10 11:20:49.647570,2026-06-10 12:36:59.841072,1.27,True,0.001382000000000000,0.001298000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",13994,ZBT,micro,open,long,0.113430000000000000,,881.60098739,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 11:23:23.579237,,35.80,False,,0.113430000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",14205,MASS,micro,closed,long,0.000524600000000000,0.000507900000000000,190621.42584827,100.00000000,96.81662219,-3.1834,-3.18,0,2026-06-10 11:25:56.588059,2026-06-10 12:34:06.423939,1.14,True,0.000557600000000000,0.000524600000000000,8.00,15.00,6.90,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",14421,PANTHER,micro,closed,long,0.003971000000000000,0.004258000000000000,25182.57365903,100.00000000,107.22739864,7.2274,7.23,0,2026-06-10 11:28:32.991188,2026-06-11 06:00:23.332261,18.53,True,0.004514000000000000,0.003971000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",14629,MDAO,micro,open,long,0.039433000000000000,,2535.94704943,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 11:31:12.664438,,35.67,False,,0.039433000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",14836,VRA,micro,closed,long,0.000006510000000000,0.000006650000000000,15360983.10291859,100.00000000,102.15053763,2.1505,2.15,0,2026-06-10 11:33:52.721635,2026-06-10 12:50:59.021718,1.29,True,0.000006890000000000,0.000006510000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",15027,BSA,micro,closed,long,0.004195220118463692,0.004230000000000000,71509.95455034,300.00000000,302.48710775,2.4871,0.83,2,2026-06-10 11:36:40.206782,2026-06-11 09:44:47.415657,22.14,True,0.004860000000000000,0.003640000000000000,8.00,15.00,8.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",15562,PVT,micro,closed,long,0.000209400000000000,0.000226200000000000,477554.91881566,100.00000000,108.02292264,8.0229,8.02,0,2026-06-10 11:45:18.910019,2026-06-10 14:34:14.718311,2.82,True,0.000252200000000000,0.000209400000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",16025,UBOX,micro,closed,long,0.000321000000000000,0.000324000000000000,311526.47975078,100.00000000,100.93457944,0.9346,0.93,0,2026-06-10 11:54:24.951230,2026-06-10 13:56:32.507021,2.04,True,0.000370000000000000,0.000321000000000000,8.00,15.00,8.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",16187,MLT,micro,closed,long,0.001420000000000000,0.001437000000000000,70422.53521127,100.00000000,101.19718310,1.1972,1.20,0,2026-06-10 11:57:56.458979,2026-06-10 12:23:21.431489,0.42,True,0.001526000000000000,0.001420000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",16336,DVERSE,micro,closed,long,0.000371300000000000,0.000375000000000000,269323.99676811,100.00000000,100.99649879,0.9965,1.00,0,2026-06-10 12:01:10.416838,2026-06-10 16:13:28.844497,4.21,True,0.000430000000000000,0.000371300000000000,8.00,15.00,8.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",16900,HANTA,micro,closed,long,0.000165200000000000,0.000183000000000000,605326.87651332,100.00000000,110.77481840,10.7748,10.77,0,2026-06-10 12:11:14.147138,2026-06-10 19:28:16.202475,7.28,True,0.000192900000000000,0.000165200000000000,8.00,15.00,3.90,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",17151,VELVET,small,closed,long,0.346790000000000000,0.446180000000000000,288.35894922,100.00000000,128.65999596,28.6600,28.66,0,2026-06-10 12:13:47.753086,2026-06-10 15:37:50.227272,3.40,True,0.463290000000000000,0.346790000000000000,5.00,10.00,2.80,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",17408,GOBLIN,micro,closed,long,0.004249000000000000,0.004421000000000000,23534.94939986,100.00000000,104.04801130,4.0480,4.05,0,2026-06-10 12:16:46.677583,2026-06-10 15:12:48.520662,2.93,True,0.004647000000000000,0.004249000000000000,8.00,15.00,4.50,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",17659,DEAI,micro,closed,long,0.002161000000000000,0.002604000000000000,46274.87274410,100.00000000,120.49976863,20.4998,20.50,0,2026-06-10 12:19:22.867195,2026-06-10 14:00:46.178389,1.69,True,0.002700000000000000,0.002161000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",17910,ICNT,micro,open,long,0.195310000000000000,,512.00655368,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 12:21:59.818848,,34.83,False,,0.195310000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",18144,VVV,small,closed,long,13.377500000000000000,13.953400000000000000,7.47523827,100.00000000,104.30498968,4.3050,4.30,0,2026-06-10 12:24:34.523069,2026-06-10 14:11:56.755548,1.79,True,14.309900000000000000,13.377500000000000000,5.00,10.00,2.30,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",18378,BLUM,micro,closed,long,0.002036000000000000,0.002070000000000000,49115.91355599,100.00000000,101.66994106,1.6699,1.67,0,2026-06-10 12:27:15.338403,2026-06-10 18:00:59.759835,5.56,True,0.002143000000000000,0.002036000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",18612,VAI,micro,closed,long,0.002850000000000000,0.003040000000000000,35087.71929825,100.00000000,106.66666667,6.6667,6.67,0,2026-06-10 12:29:58.371100,2026-06-11 16:02:08.440813,27.54,True,0.003290000000000000,0.002850000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",18845,GITLAWB,micro,closed,long,0.000089010000000000,0.000100420000000000,1123469.27311538,100.00000000,112.81878441,12.8188,12.82,0,2026-06-10 12:32:44.977215,2026-06-10 20:22:50.876132,7.83,True,0.000109190000000000,0.000089010000000000,8.00,15.00,8.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",19073,EVAA,micro,closed,long,0.383700000000000000,0.393100000000000000,260.62027626,100.00000000,102.44983060,2.4498,2.45,0,2026-06-10 12:35:36.672637,2026-06-11 12:25:32.728060,23.83,True,0.407800000000000000,0.383700000000000000,8.00,15.00,3.40,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",19281,LIKE,micro,open,long,0.001337000000000000,,74794.31563201,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 12:38:49.687129,,34.55,False,,0.001337000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",20781,PXP,micro,open,long,0.018330000000000000,,5455.53737043,100.00000000,0E-8,-100.0000,-100.00,0,2026-06-10 13:08:12.395953,,34.06,False,,0.018330000000000000,8.00,15.00,3.00,True,1,1
E31-2,E31,"{""noise_cov"": 0.01, ""deviation_pct"": 5.0}",21053,SAL,micro,closed,long,0.035070000000000000,0.035690000000000000,2851.43997719,100.00000000,101.76789279,1.7679,1.77,0,2026-06-10 13:11:13.938411,2026-06-10 16:50:46.952242,3.66,True,0.038820000000000000,0.035070000000000000,8.00,15.00,8.00,True,1,1
